conta_contabil;orgao;uniorcam;saldo_anterior_debito;saldo_anterior_credito;movimentacao_debito;movimentacao_credito;saldo_atual_debito;saldo_atual_credito;especificacao;tipo_nivel;numero_nivel;obsoleto1;escrituracao;natureza_informacao;indicador_superavit_financeiro;recurso_vinculado;complemento_recurso_vinculado;fonte_recurso_stn;acompanhamento_execucao_orcamentaria;data_inicial;data_final;data_geracao;cnpj;entidade;arquivo
1.1.1.1.1.19.99.01.07.00.00.000;03;0301;19.623,09;0,00;904.303,12;923.217,41;708,80;0,00;"B.Sicredi - Conta Movimento 07.882-5";A;09;F;S;P;F;0001;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.19.99.01.09.00.00.000;03;0301;0,00;0,00;4.864,80;4.864,80;0,00;0,00;"B. Sicredi - Retencoes Empresas 14.929-6";A;09;F;S;P;F;8002;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.19.99.01.10.00.00.000;03;0301;0,00;0,00;14.380,16;7.880,00;6.500,16;0,00;"B. Sicredi - Conv. Arrec. de Tributos";A;09;F;S;P;F;0001;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.00.00.00.00.00.000;02;0201;6.174.848,94;0,00;12.104.751,65;9.242.108,71;9.037.491,88;0,00;"APLICACOES FINANCEIRAS DE LIQUIDEZ IMEDIATA - USO GERAL";S;06;F;N;P;F;0001;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.01.00.00.00.00.000;02;0201;0,00;0,00;12.088.232,81;3.050.740,93;9.037.491,88;0,00;"APLICACOES FINANCEIRAS DE LIQUIDEZ IMEDIATA - USO GERAL";S;07;F;N;P;F;0001;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.01.01.00.00.00.000;06;0602;0,00;0,00;228.059,23;151.772,37;76.286,86;0,00;"Banrisul - Cons. Pop. FPE 2937/21 (1021)";A;08;F;S;P;F;1021;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.01.02.00.00.00.000;03;0301;0,00;0,00;6.252.510,80;1.457.650,19;4.794.860,61;0,00;"B.Brasil aplicacao Fixa";A;08;F;S;P;F;0001;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.01.03.00.00.00.000;05;0501;0,00;0,00;91,99;0,00;91,99;0,00;"Banrisul Alienacao Bens Saude (4002)";A;08;F;S;P;F;4002;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.01.04.00.00.00.000;02;0201;0,00;0,00;11.010,92;10.500,00;510,92;0,00;"CEF aplicacao";A;08;F;S;P;F;0001;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.01.05.00.00.00.000;03;0301;0,00;0,00;3.476.558,37;250.461,58;3.226.096,79;0,00;"Banrisul aplicacao";A;08;F;S;P;F;0001;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.01.06.00.00.00.000;06;0603;0,00;0,00;41.303,38;13.375,12;27.928,26;0,00;"Banrisul - Aplic Fundo Meio ambiente";A;08;F;S;P;F;0001;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.01.07.00.00.00.000;04;0402;0,00;0,00;609.269,94;609.269,94;0,00;0,00;"Banrisul -MDE 04.012294.0-3 (0020)";A;08;F;S;P;F;0020;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.01.08.00.00.00.000;05;0501;0,00;0,00;128.546,04;0,00;128.546,04;0,00;"B.Brasil - Emenda Ap. Ultrassom (4505.01)";A;08;F;S;P;F;4505;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.01.08.00.00.00.000;05;0501;0,00;0,00;747,75;0,00;747,75;0,00;"B.Brasil - Emenda Ap. Ultrassom (4505.01)";A;08;F;S;P;F;4505;3110;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.01.09.00.00.00.000;05;0501;0,00;0,00;102.132,39;102.132,39;0,00;0,00;"Banrisul - Emenda Ambulancia Port. 319/21 (4292)";A;08;F;S;P;F;4292;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.01.11.00.00.00.000;03;0301;0,00;0,00;670.156,20;437.000,00;233.156,20;0,00;"B.Sicredi Aplicacao - 07.882-5";A;08;F;S;P;F;0001;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.01.12.00.00.00.000;04;0402;0,00;0,00;137,17;0,00;137,17;0,00;"Banrisul - Alienacao Bens da Educacao (1001)";A;08;F;S;P;F;1001;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.01.13.00.00.00.000;03;0301;0,00;0,00;2.761,28;0,00;2.761,28;0,00;"Banrisul - Alienacao de Bens 04.020061.2-6 (1002)";A;08;F;S;P;F;1002;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.01.14.00.00.00.000;08;0802;0,00;0,00;13,51;0,00;13,51;0,00;"Banrisul - Alienacao Bens da Assist. Social 04.020064.0-8 (1007)";A;08;F;S;P;F;1007;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.01.15.00.00.00.000;08;0802;0,00;0,00;1.405,22;0,00;1.405,22;0,00;"B.Brasil - Doacao IR SRF - 11.874-5 (1006)";A;08;F;S;P;F;1006;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.01.16.00.00.00.000;05;0501;0,00;0,00;1.802,66;0,00;1.802,66;0,00;"B.Brasil - Covid-19 - Farm. Saude Mental - Port. 2516/20 (4511.07)";A;08;F;S;P;F;4511;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.01.16.00.00.00.000;05;0501;0,00;0,00;0,00;1.782,20;0,00;1.782,20;"B.Brasil - Covid-19 - Farm. Saude Mental - Port. 2516/20 (4511.07)";A;08;F;S;P;F;4511;3160;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.01.17.00.00.00.000;08;0802;0,00;0,00;6.123,50;0,00;6.123,50;0,00;"B.Brasil - Port. 751/2022 - FNAS (1008)";A;08;F;S;P;F;1008;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.01.18.00.00.00.000;05;0501;0,00;0,00;221,97;14.765,97;0,00;14.544,00;"B.Brasil - Covid-19 - Port. 377/22 At. Basica (4500.07)";A;08;F;S;P;F;4500;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.01.18.00.00.00.000;05;0501;0,00;0,00;14.544,00;0,00;14.544,00;0,00;"B.Brasil - Covid-19 - Port. 377/22 At. Basica (4500.07)";A;08;F;S;P;F;4500;3160;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.01.19.00.00.00.000;07;0702;0,00;0,00;201.952,89;2.031,17;199.921,72;0,00;"B.Brasil - Cessao Onerosa - Pre-Sal (1128)";A;08;F;S;P;F;1128;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.01.20.00.00.00.000;03;0301;0,00;0,00;148.838,69;0,00;148.838,69;0,00;"B.Brasil - Defesa Civil - Port. 1437/22 (1005)";A;08;F;S;P;F;1005;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.01.21.00.00.00.000;04;0402;0,00;0,00;190.044,91;0,00;190.044,91;0,00;"B.Brasil - Ed. Infantil Novas Turmas (1017)";A;08;F;S;P;F;1017;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.06.00.00.00.00.000;02;0201;6.174.848,94;0,00;16.518,84;6.191.367,78;0,00;0,00;"APLICACOES FINANCEIRAS DE LIQUIDEZ IMEDIATA - USO GERAL";S;07;F;N;P;F;1017;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.06.02.00.00.00.000;03;0301;2.797.627,29;0,00;0,00;2.797.627,29;0,00;0,00;"B.Brasil aplicacao Fixa";A;08;F;S;P;F;0001;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.06.06.00.00.00.000;05;0501;91,99;0,00;0,00;91,99;0,00;0,00;"Banrisul Alienacao Bens Saude (4002)";A;08;F;S;P;F;4002;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.06.07.00.00.00.000;02;0201;10.726,20;0,00;0,00;10.726,20;0,00;0,00;"CEF aplicacao";A;08;F;S;P;F;0001;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.06.08.00.00.00.000;03;0301;2.535.133,48;0,00;16.518,84;2.551.652,32;0,00;0,00;"Banrisul aplicacao";A;08;F;S;P;F;0001;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.06.10.00.00.00.000;06;0603;29.274,25;0,00;0,00;29.274,25;0,00;0,00;"Banrisul - Aplic Fundo Meio ambiente";A;08;F;S;P;F;0001;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.06.14.00.00.00.000;05;0501;125.033,55;0,00;0,00;125.033,55;0,00;0,00;"B.Brasil - Emenda Ap. Ultrassom (4505.01)";A;08;F;S;P;F;4505;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.06.16.00.00.00.000;05;0501;102.132,39;0,00;0,00;102.132,39;0,00;0,00;"Banrisul - Emenda Ambulancia Port. 319/21 (4292)";A;08;F;S;P;F;4292;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.06.21.00.00.00.000;03;0301;568.832,70;0,00;0,00;568.832,70;0,00;0,00;"B.Sicredi Aplicacao - 07.882-5";A;08;F;S;P;F;0001;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.06.22.00.00.00.000;04;0401;137,17;0,00;0,00;137,17;0,00;0,00;"Banrisul - Alienacao Bens da Educacao (1001)";A;08;F;S;P;F;1001;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.06.23.00.00.00.000;03;0301;2.684,83;0,00;0,00;2.684,83;0,00;0,00;"Banrisul - Alienacao de Bens 04.020061.2-6 (1002)";A;08;F;S;P;F;1002;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.06.24.00.00.00.000;08;0802;13,51;0,00;0,00;13,51;0,00;0,00;"Banrisul - Alienacao Bens da Assist. Social 04.020064.0-8 (1007)";A;08;F;S;P;F;1007;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.06.25.00.00.00.000;08;0802;1.358,92;0,00;0,00;1.358,92;0,00;0,00;"B.Brasil - Doacao IR SRF - 11.874-5 (1006)";A;08;F;S;P;F;1006;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.50.06.29.00.00.00.000;05;0501;1.802,66;0,00;0,00;1.802,66;0,00;0,00;"B.Brasil - Covid-19 - Farm. Saude Mental - Port. 2516/20 (4511.07)";A;08;F;S;P;F;4511;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.52.00.00.00.00.00.000;02;0201;0,00;0,00;42.874,37;7.654,60;35.219,77;0,00;"APLICACOES FINANCEIRAS DE LIQUIDEZ IMEDIATA - RPPS - TAXA DE ADMINISTRACAO";S;06;F;N;P;F;4511;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.1.1.1.52.01.00.00.00.00.000;10;1001;0,00;0,00;42.874,37;7.654,60;35.219,77;0,00;"BANRISUL SOBERANO FI R. FIXA SIMPLES LP - TX DE ADM.";A;07;F;S;P;F;0050;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.0.0.00.00.00.00.00.00.000;02;0201;96.774,87;0,00;1.179.748,95;282.456,51;994.067,31;0,00;"CREDITOS A CURTO PRAZO";S;03;F;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.1.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;914.194,82;185.413,13;728.781,69;0,00;"CREDITOS TRIBUTARIOS A RECEBER";S;04;F;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.1.1.00.00.00.00.00.00.000;02;0201;0,00;0,00;914.194,82;185.413,13;728.781,69;0,00;"CREDITOS TRIBUTARIOS A RECEBER - CONSOLIDACAO";S;05;F;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.1.1.01.00.00.00.00.00.000;02;0201;0,00;0,00;464.775,94;11.844,26;452.931,68;0,00;IMPOSTOS;S;06;F;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.1.1.01.05.00.00.00.00.000;02;0201;0,00;0,00;464.775,94;11.844,26;452.931,68;0,00;IPTU;A;07;F;S;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.1.1.02.00.00.00.00.00.000;02;0201;0,00;0,00;194.777,99;43.055,96;151.722,03;0,00;TAXAS;S;06;F;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.1.1.02.01.00.00.00.00.000;02;0201;0,00;0,00;41.400,18;39.970,13;1.430,05;0,00;"TAXAS PELO EXERCICIO DO PODER DE POLICIA";A;07;F;S;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.1.1.02.02.00.00.00.00.000;02;0201;0,00;0,00;153.377,81;3.085,83;150.291,98;0,00;"TAXAS PELA PRESTACAO DE SERVICOS(lixo)";A;07;F;S;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.1.1.03.00.00.00.00.00.000;02;0201;0,00;0,00;254.640,89;130.512,91;124.127,98;0,00;"CONTRIBUICAO DE MELHORIA";S;06;F;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.1.1.03.01.00.00.00.00.000;02;0201;0,00;0,00;254.640,89;130.512,91;124.127,98;0,00;"CONTRIBUICAO DE MELHORIA";A;07;F;S;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.3.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;128.797,83;0,00;128.797,83;0,00;"CREDITOS DE TRANSFERENCIAS A RECEBER";S;04;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.3.5.00.00.00.00.00.00.000;02;0201;0,00;0,00;128.797,83;0,00;128.797,83;0,00;"CREDITOS DE TRANSFERENCIAS A RECEBER - INTER OFSS - MUNICIPIO";S;05;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.3.5.01.00.00.00.00.00.000;02;0201;0,00;0,00;128.797,83;0,00;128.797,83;0,00;"CREDITOS DE TRANSF. DE CONVENIO - MUNICIPIO DE CRISSIUMAL";A;06;P;S;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.4.0.00.00.00.00.00.00.000;02;0201;90.914,85;0,00;134.183,20;90.914,85;134.183,20;0,00;"EMPRESTIMOS E FINANCIAMENTOS CONCEDIDOS";S;04;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.4.1.00.00.00.00.00.00.000;02;0201;90.914,85;0,00;134.183,20;90.914,85;134.183,20;0,00;"EMPRESTIMOS E FINANCIAMENTOS CONCEDIDOS- CONSOLIDACAO";S;05;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.4.1.02.00.00.00.00.00.000;02;0201;90.914,85;0,00;134.183,20;90.914,85;134.183,20;0,00;"FINANCIAMENTOS CONCEDIDOS";S;06;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.4.1.02.10.00.00.00.00.000;02;0201;90.914,85;0,00;134.183,20;90.914,85;134.183,20;0,00;"FINANCIAMENTOS CONCEDIDOS - AGRICULTURA";A;07;P;S;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.5.0.00.00.00.00.00.00.000;02;0201;3.502,95;0,00;0,00;1.695,16;1.807,79;0,00;"DIVIDA ATIVA TRIBUTARIA";S;04;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.5.1.00.00.00.00.00.00.000;02;0201;3.502,95;0,00;0,00;1.695,16;1.807,79;0,00;"DIVIDA ATIVA TRIBUTARIA - CONSOLIDACAO";S;05;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.5.1.01.00.00.00.00.00.000;02;0201;124,20;0,00;0,00;0,00;124,20;0,00;"DIVIDA ATIVA TRIBUTARIA DOS IMPOSTOS";S;06;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.5.1.01.05.00.00.00.00.000;02;0201;124,20;0,00;0,00;0,00;124,20;0,00;"DIVIDA ATIVA DO IPTU";S;07;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.5.1.01.05.01.01.00.00.000;02;0201;124,20;0,00;0,00;0,00;124,20;0,00;IPTU;A;09;P;S;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.5.1.02.00.00.00.00.00.000;02;0201;378,75;0,00;0,00;0,00;378,75;0,00;"DIVIDA ATIVA TRIBUTARIA DAS TAXAS";S;06;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.5.1.02.01.00.00.00.00.000;02;0201;258,75;0,00;0,00;0,00;258,75;0,00;"DIVIDA ATIVA DAS TAXAS PELO EXERCICIO DO PODER DE POLICIA";S;07;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.5.1.02.01.01.01.00.00.000;02;0201;258,75;0,00;0,00;0,00;258,75;0,00;"TAXAS PELO EXERCICIO DO PODER DE POLICIA";A;09;P;S;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.5.1.02.02.00.00.00.00.000;02;0201;120,00;0,00;0,00;0,00;120,00;0,00;"DIVIDA ATIVA DAS TAXAS PELA PRESTACAO DE SERVICOS";S;07;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.5.1.02.02.01.02.00.00.000;02;0201;120,00;0,00;0,00;0,00;120,00;0,00;"TAXA LIXO";A;09;P;S;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.5.1.03.00.00.00.00.00.000;02;0201;3.000,00;0,00;0,00;1.695,16;1.304,84;0,00;"DIVIDA ATIVA DAS CONTRIBUICOES DE MELHORIA";S;06;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.5.1.03.01.00.00.00.00.000;02;0201;3.000,00;0,00;0,00;1.695,16;1.304,84;0,00;"DIVIDA ATIVA DAS CONTRIBUICOES DE MELHORIA";S;07;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.5.1.03.01.01.00.00.00.000;02;0201;3.000,00;0,00;0,00;1.695,16;1.304,84;0,00;"CONTRIBUICAO DE MELHORIA";A;08;P;S;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.6.0.00.00.00.00.00.00.000;02;0201;2.357,07;0,00;2.573,10;4.433,37;496,80;0,00;"DIVIDA ATIVA NAO TRIBUTARIA";S;04;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.6.1.00.00.00.00.00.00.000;02;0201;2.357,07;0,00;2.573,10;4.433,37;496,80;0,00;"DIVIDA ATIVA NAO TRIBUTARIA - CONSOLIDACAO";S;05;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
1.1.2.6.1.01.00.00.00.00.00.000;02;0201;0,00;0,00;933,64;933,64;0,00;0,00;"DIVIDA ATIVA NAO TRIBUTARIA";S;06;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-05-31;2022-06-15;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"input/pm\BAL_VER.TXT"
