conta_contabil;orgao;uniorcam;saldo_anterior_debito;saldo_anterior_credito;movimentacao_debito;movimentacao_credito;saldo_atual_debito;saldo_atual_credito;especificacao;tipo_nivel;numero_nivel;obsoleto1;escrituracao;natureza_informacao;indicador_superavit_financeiro;recurso_vinculado;complemento_recurso_vinculado;fonte_recurso_stn;acompanhamento_execucao_orcamentaria;data_inicial;data_final;data_geracao;cnpj;entidade;arquivo
1.1.4.4.1.01.02.09.00.00.00.000;10;1001;0,00;0,00;732.738,63;0,00;732.738,63;0,00;"CEF - BRASIL IRF-M 1 TIT PUB FI RF(0050)";A;08;F;S;P;F;0050;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.4.4.1.01.02.10.00.00.00.000;10;1001;0,00;0,00;4.605.197,26;0,00;4.605.197,26;0,00;"CEF - BRASIL IMA-B 5 TIT PUB FI RF LP (0050)";A;08;F;S;P;F;0050;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.4.4.1.01.02.11.00.00.00.000;10;1001;0,00;0,00;1.440.129,49;0,00;1.440.129,49;0,00;"CEF - BRASIL IDKA IPCA 2A TIT PUB FI RF LP(0050)";A;08;F;S;P;F;0050;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.4.4.1.01.02.12.00.00.00.000;10;1001;0,00;0,00;936.177,50;26.460,50;909.717,00;0,00;"CEF - BRASIL 2030 II TIT PUB FI RF(0050)";A;08;F;S;P;F;0050;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.4.4.1.01.02.13.00.00.00.000;10;1001;0,00;0,00;489.473,93;11.907,53;477.566,40;0,00;"CEF - BRASIL 2024 IV TIT PUB FI RF(0050)";A;08;F;S;P;F;0050;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.4.4.1.01.05.00.00.00.00.000;02;0201;0,00;0,00;1.053.093,32;60.785,76;992.307,56;0,00;"FUNDOS DE INVESTIMENTO EM RENDA FIXA";S;07;F;N;P;P;0050;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.4.4.1.01.05.01.00.00.00.000;10;1001;0,00;0,00;473.048,10;56.540,43;416.507,67;0,00;"SICREDI - INSTITUCIONAL IRF-M FI RF LP (0050)";A;08;F;S;P;F;0050;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.4.4.1.01.05.02.00.00.00.000;10;1001;0,00;0,00;580.045,22;4.245,33;575.799,89;0,00;"CEF - NOVO BRASIL IMA-B FIC RF LP (0050)";A;08;F;S;P;F;0050;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.4.4.1.02.00.00.00.00.00.000;02;0201;0,00;0,00;220.561,85;18.633,29;201.928,56;0,00;"APLICACOES EM SEGMENTO DE RENDA VARIAVEL - RPPS - PLANO EM CAPITALIZACAO";S;06;F;N;P;P;0050;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.4.4.1.02.01.00.00.00.00.000;02;0201;0,00;0,00;220.561,85;18.633,29;201.928,56;0,00;"FUNDOS DE INVESTIMENTO EM ACOES";S;07;F;N;P;F;0050;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.4.4.1.02.01.01.00.00.00.000;10;1001;0,00;0,00;220.561,85;18.633,29;201.928,56;0,00;"CEF - BRASIL IBX 50 FI ACOES(0050)";A;08;F;S;P;F;0050;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.4.4.1.99.00.00.00.00.00.000;02;0201;0,00;0,00;4.376.608,11;55.220,70;4.321.387,41;0,00;"OUTROS INVESTIMENTOS DO RPPS";S;06;F;N;P;F;0050;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.4.4.1.99.01.00.00.00.00.000;02;0201;0,00;0,00;4.376.608,11;55.220,70;4.321.387,41;0,00;"FUNDO DE INVESTIMENTO NAO REFERENCIADO - GERAL";S;07;F;N;P;F;0050;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.4.4.1.99.01.01.00.00.00.000;10;1001;0,00;0,00;1.402.318,33;0,00;1.402.318,33;0,00;"B.BRASIL - PERFIL FIC RENDA FIXA REFERENC. DI PREVID. LP (0050)";A;08;F;S;P;F;0050;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.4.4.1.99.01.02.00.00.00.000;10;1001;0,00;0,00;2.451.668,46;0,00;2.451.668,46;0,00;"CEF - BRASIL FI RF REFERENCIADO DI LP (0050)";A;08;F;S;P;F;0050;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.4.4.1.99.01.03.00.00.00.000;10;1001;0,00;0,00;278.578,23;0,00;278.578,23;0,00;"CEF - FI BRASIL REF. DI LONGO PRAZO (0050)";A;08;F;S;P;F;0050;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.4.4.1.99.01.04.00.00.00.000;10;1001;0,00;0,00;244.043,09;55.220,70;188.822,39;0,00;"SICREDI - LIQUIDEZ EMPRESARIAL FI RENDA FIXA (0050)";A;08;F;S;P;F;0050;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.5.0.0.00.00.00.00.00.00.000;02;0201;634.070,10;0,00;993.502,41;525.460,33;1.102.112,18;0,00;ESTOQUES;S;03;F;N;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.5.6.0.00.00.00.00.00.00.000;02;0201;634.070,10;0,00;993.502,41;525.460,33;1.102.112,18;0,00;ALMOXARIFADO;S;04;F;N;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.5.6.1.00.00.00.00.00.00.000;02;0201;634.070,10;0,00;993.502,41;525.460,33;1.102.112,18;0,00;"ALMOXARIFADO - CONSOLIDACAO";S;05;F;N;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.5.6.1.01.00.00.00.00.00.000;02;0201;11.945,71;0,00;58.127,79;52.055,71;18.017,79;0,00;"MATERIAL DE CONSUMO";A;06;F;S;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.5.6.1.02.00.00.00.00.00.000;02;0201;1.163,30;0,00;2.880,22;3.028,74;1.014,78;0,00;"GENEROS ALIMENTICIOS";A;06;F;S;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.5.6.1.03.01.00.00.00.00.000;02;0201;6.566,94;0,00;90.002,69;84.880,29;11.689,34;0,00;"MATERIAIS DE CONSTRUCAO - DEMAIS";A;07;F;S;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.5.6.1.03.02.00.00.00.00.000;02;0201;128.614,83;0,00;0,00;17.089,16;111.525,67;0,00;"MATERIAIS DE CONSTRUCAO - TUBOS DE CONCRETO";A;07;F;S;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.5.6.1.03.04.00.00.00.00.000;02;0201;37.354,36;0,00;17.980,00;2.079,15;53.255,21;0,00;"MATERIAIS DE CONSTRUCAO - SINALIZACAO";A;07;F;S;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.5.6.1.03.05.00.00.00.00.000;02;0201;4.427,11;0,00;9.180,57;12.951,35;656,33;0,00;"MATERIAIS DE CONSTRUCAO - ELETRICO";A;07;F;S;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.5.6.1.03.06.00.00.00.00.000;02;0201;15.369,21;0,00;1.517,00;3.333,38;13.552,83;0,00;"MATERIAIS DE CONSTRUCAO - HIDRAULICO";A;07;F;S;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.5.6.1.04.01.00.00.00.00.000;02;0201;120.632,59;0,00;570.439,78;114.405,59;576.666,78;0,00;"AUTOPECAS - PNEUS E RECAPAGENS";A;07;F;S;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.5.6.1.04.02.00.00.00.00.000;02;0201;56.118,69;0,00;60.793,99;31.208,31;85.704,37;0,00;"AUTOPECAS - OLEO, GRAXA E FILTROS";A;07;F;S;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.5.6.1.04.03.00.00.00.00.000;02;0201;14.691,27;0,00;43.045,02;50.120,74;7.615,55;0,00;"AUTOPECAS - DEMAIS";A;07;F;S;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.5.6.1.05.01.00.00.00.00.000;02;0201;216.273,20;0,00;102.145,79;122.446,61;195.972,38;0,00;"MEDICAMENTOS - FARMACIA";A;07;F;S;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.5.6.1.05.02.00.00.00.00.000;02;0201;13.469,41;0,00;5.007,58;4.319,98;14.157,01;0,00;"MEDICAMENTOS E MATERIAIS HOSPITALARES - AMBULATORIO";A;07;F;S;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.5.6.1.07.00.00.00.00.00.000;02;0201;7.443,48;0,00;32.381,98;27.541,32;12.284,14;0,00;"MATERIAL DE EXPEDIENTE";A;06;F;S;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.9.0.0.00.00.00.00.00.00.000;02;0201;20.534,59;0,00;53.285,97;10.713,30;63.107,26;0,00;"VARIACOES PATRIMONIAIS DIMINUTIVAS PAGAS ANTECIPADAMENTE";S;03;F;N;P;F;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.9.1.0.00.00.00.00.00.00.000;02;0201;19.392,47;0,00;2.115,97;9.768,32;11.740,12;0,00;"PREMIOS DE SEGUROS A APROPRIAR";S;04;F;N;P;F;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.9.1.1.00.00.00.00.00.00.000;02;0201;19.392,47;0,00;2.115,97;9.768,32;11.740,12;0,00;"PREMIOS DE SEGUROS A APROPRIAR - CONSOLIDACAO";S;05;F;N;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.9.1.1.01.00.00.00.00.00.000;02;0201;19.392,47;0,00;2.115,97;9.768,32;11.740,12;0,00;"PREMIOS DE SEGUROS A APROPRIAR";A;06;F;S;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.9.3.0.00.00.00.00.00.00.000;02;0201;1.142,12;0,00;2.370,00;944,98;2.567,14;0,00;"ASSINATURAS E ANUIDADES A APROPRIAR";S;04;F;N;P;F;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.9.3.1.00.00.00.00.00.00.000;02;0201;1.142,12;0,00;2.370,00;944,98;2.567,14;0,00;"ASSINATURAS E ANUIDADES A APROPRIAR - CONSOLIDACAO";S;05;F;N;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.9.3.1.01.00.00.00.00.00.000;02;0201;1.142,12;0,00;2.370,00;944,98;2.567,14;0,00;"ASSINATURAS E ANUIDADES A APROPRIAR";A;06;F;S;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.9.8.0.00.00.00.00.00.00.000;02;0201;0,00;0,00;48.800,00;0,00;48.800,00;0,00;"DEMAIS VPD A APROPRIAR";S;04;F;N;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.9.8.1.00.00.00.00.00.00.000;02;0201;0,00;0,00;48.800,00;0,00;48.800,00;0,00;"DEMAIS VPD A APROPRIAR - CONSOLIDACAO";S;05;F;N;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.1.9.8.1.01.00.00.00.00.00.000;02;0201;0,00;0,00;48.800,00;0,00;48.800,00;0,00;"CONVENIO ASSOC. DE LITERATURA E BENEFICENCIA - HSVP";A;06;F;S;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.2.0.0.0.00.00.00.00.00.00.000;02;0201;49.434.011,23;0,00;2.833.386,46;2.724.123,17;49.543.274,52;0,00;"ATIVO NAO CIRCULANTE";S;02;F;N;P;F;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.2.1.0.0.00.00.00.00.00.00.000;02;0201;27.424,80;0,00;17.471,34;1.674,76;43.221,38;0,00;"ATIVO REALIZAVEL A LONGO PRAZO";S;03;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.2.1.1.0.00.00.00.00.00.00.000;02;0201;27.424,80;0,00;17.471,34;1.674,76;43.221,38;0,00;"CREDITOS A LONGO PRAZO";S;04;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.2.1.1.1.00.00.00.00.00.00.000;02;0201;27.424,80;0,00;17.471,34;1.674,76;43.221,38;0,00;"CREDITOS A LONGO PRAZO - CONSOLIDACAO";S;05;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.2.1.1.1.04.00.00.00.00.00.000;02;0201;91.747,82;0,00;14.029,97;0,00;105.777,79;0,00;"DIVIDA ATIVA TRIBUTARIA";S;06;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.2.1.1.1.04.01.00.00.00.00.000;02;0201;91.747,82;0,00;14.029,97;0,00;105.777,79;0,00;"CREDITOS NAO PREVIDENCIARIOS INSCRITOS";S;07;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.2.1.1.1.04.01.05.00.00.00.000;02;0201;1.466,15;0,00;232,68;0,00;1.698,83;0,00;"DIVIDA ATIVA DO IPTU";S;08;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.2.1.1.1.04.01.05.01.00.00.000;02;0201;1.466,15;0,00;232,68;0,00;1.698,83;0,00;"COBRANCA ADMINISTRATIVA - IPTU";A;09;P;S;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.2.1.1.1.04.01.09.01.00.00.000;02;0201;1.914,97;0,00;328,70;0,00;2.243,67;0,00;"COBRANCA ADMINISTRATIVA - PODER DE POLICIA";A;09;P;S;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.2.1.1.1.04.01.09.02.00.00.000;02;0201;54,93;0,00;26,30;0,00;81,23;0,00;"COBRANCA ADMINISTRATIVA - TAXA LIXO";A;09;P;S;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.2.1.1.1.04.01.10.00.00.00.000;02;0201;88.311,77;0,00;13.442,29;0,00;101.754,06;0,00;"DIVIDA ATIVA CONTRIBUICAO MELHORIA";S;08;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.2.1.1.1.04.01.10.01.00.00.000;02;0201;88.311,77;0,00;13.442,29;0,00;101.754,06;0,00;"COBRANCA ADMINISTRTIVA - CONTRIBUICAO MELHORIA";A;09;P;S;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.2.1.1.1.05.00.00.00.00.00.000;02;0201;21.006,53;0,00;3.441,37;1.674,76;22.773,14;0,00;"DIVIDA ATIVA NAO TRIBUTARIA";S;06;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.2.1.1.1.05.31.00.00.00.00.000;02;0201;21.006,53;0,00;3.441,37;1.674,76;22.773,14;0,00;"CREDITOS INSCRITOS EM DIVIDA ATIVA NAO TRIBUTARIA -DIVERSOS";A;07;P;S;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.2.1.1.1.99.00.00.00.00.00.000;02;0201;0,00;85.329,55;0,00;0,00;0,00;85.329,55;"(-) AJUSTE DE PERDAS DE CREDITOS A LONGO PRAZO";S;06;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.2.1.1.1.99.04.00.00.00.00.000;02;0201;0,00;75.222,44;0,00;0,00;0,00;75.222,44;"(-) AJUSTE DE PERDAS DE DIVIDA ATIVA TRIBUTARIA";S;07;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.2.1.1.1.99.04.05.00.00.00.000;02;0201;0,00;230,44;0,00;0,00;0,00;230,44;"(-)AJUSTE PARA PERDAS DA DIVIDA ATIVA DO IPTU";A;08;P;S;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.2.1.1.1.99.04.09.00.00.00.000;02;0201;0,00;1.785,20;0,00;0,00;0,00;1.785,20;"(-)AJUSTE PARA PERDAS DA DIVIDA ATIVA DAS TAXAS PODER DE POCILIA";A;08;P;S;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.2.1.1.1.99.04.10.00.00.00.000;02;0201;0,00;81,06;0,00;0,00;0,00;81,06;"(-)AJUSTE PARA PERDAS DA DIVIDA ATIVA DAS TAXAS DE LIXO";A;08;P;S;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.2.1.1.1.99.04.11.00.00.00.000;02;0201;0,00;73.125,74;0,00;0,00;0,00;73.125,74;"(-)AJUSTE PARA PERDAS DA DIVIDA ATIVA DA CONTRIB MELHORIA";A;08;P;S;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.2.1.1.1.99.05.00.00.00.00.000;02;0201;0,00;10.107,11;0,00;0,00;0,00;10.107,11;"(-) AJUSTE DE PERDAS DE DIVIDA ATIVA NAO TRIBUTARIA";S;07;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.2.1.1.1.99.05.01.00.00.00.000;02;0201;0,00;10.107,11;0,00;0,00;0,00;10.107,11;"(-) AJUSTE DE PERDAS DE DIVIDA ATIVA NAO TRIBUTARIA DIVERSOS";A;08;P;S;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.2.2.0.0.00.00.00.00.00.00.000;02;0201;225.151,64;0,00;279.735,23;407.189,47;97.697,40;0,00;INVESTIMENTOS;S;03;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.2.2.1.0.00.00.00.00.00.00.000;02;0201;225.151,64;0,00;279.735,23;407.189,47;97.697,40;0,00;"PARTICIPACOES PERMANENTES";S;04;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
1.2.2.1.1.00.00.00.00.00.00.000;02;0201;225.151,64;0,00;279.735,23;407.189,47;97.697,40;0,00;"PARTICIPACOES PERMANENTES - CONSOLIDACAO";S;05;P;N;P;P;0000;0000;0000;0000;2022-01-01;2022-04-30;2022-05-11;01602258000120;"MUNICIPIO DE NOVA CANDELARIA";"Z:/Abase/ARQUIVOSPAD\2022\MES05\BAL_VER.txt"
